,cafe_names,cafe_places,cafe_ranks,cafe_adresses,cafe_images1,ca_images2
382,クレバーコーヒー1953, 大阪梅田（阪神）駅 84m / カフェ・喫茶(カフェ)、パン、クレープ            ,3.27,大阪府大阪市北区梅田1 大阪駅前ダイヤモンド地下街　３号,"['https://tblg.k-img.com/restaurant/images/Rvw/177716/320x320_square_7aa66a18fa971e9a957a58d16f334fc2.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/158399/320x320_square_158399477.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/154950/320x320_square_154950488.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/105193/150x150_square_105193597.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/105193/150x150_square_105193592.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/105193/150x150_square_105193583.jpg']"
383,南海パーラー, 難波（南海）駅 95m / カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)            ,3.27,大阪府大阪市中央区難波5-1-60 ,"['https://tblg.k-img.com/restaurant/images/Rvw/64226/320x320_square_64226152.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/64226/320x320_square_64226151.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/64226/320x320_square_64226156.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/34359/150x150_square_34359360.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/44568/150x150_square_44568060.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/44568/150x150_square_44568062.jpg']"
384,坂井珈琲 天神橋店, 南森町駅 207m / カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)、ケーキ            ,3.27,大阪府大阪市北区天神橋3-1-15 ,"['https://tblg.k-img.com/restaurant/images/Rvw/166450/320x320_square_7b73094412a59af44e70fff73fedc2eb.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/166450/320x320_square_2f920e741f5675455b4d16adafc31ab9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165113/320x320_square_199a11b137861adf7cb42a0ac49bfb64.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/74623/150x150_square_74623807.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74623/150x150_square_74623811.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74623/150x150_square_74623808.jpg']"
385,スワン, 京橋駅 191m / カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市都島区東野田町3-4-18 ,"['https://tblg.k-img.com/restaurant/images/Rvw/156476/320x320_square_156476061.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/156476/320x320_square_156476073.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/156476/320x320_square_156476072.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/119737/150x150_square_119737788.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/119737/150x150_square_119737795.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/119737/150x150_square_119737791.jpg']"
386,kiefel cafe dining 32番街店, 梅田駅 137m / カフェ・喫茶(カフェ)            ,3.27,大阪府大阪市北区角田町8-47 阪急グランドビル  30F,"['https://tblg.k-img.com/restaurant/images/Rvw/42402/320x320_square_42402424.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/171243/320x320_square_fca00a4a2bf7eeb41877591571a92cb6.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/153467/320x320_square_153467468.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/165316/150x150_square_634f33e4532cd30136b3cf7ba861bb16.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165316/150x150_square_d8ad9bf178ca2a1935e998639cc7f5d0.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165316/150x150_square_8ad6501f2d02ae1466680af59338864b.jpg']"
387,トラジャコーヒー 京阪モール店, 京橋駅 14m / カフェ・喫茶(カフェ)、カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市都島区東野田町2-1-38 京阪モール  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/163778/320x320_square_69cb6a1733de330494902900a131c123.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163778/320x320_square_16992f07b55633c276212599addcd1d3.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/145043/320x320_square_145043688.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/74026/150x150_square_74026891.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74026/150x150_square_74026893.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/74026/150x150_square_74026898.jpg']"
388,フレッズカフェ 十三店, 十三駅 20m / カフェ・喫茶(カフェ・喫茶（その他）)、パン            ,3.27,大阪府大阪市淀川区十三東2-12-1 ,"['https://tblg.k-img.com/restaurant/images/Rvw/171315/320x320_square_ac113cf3ee95d64a28b470ba75126963.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/171315/320x320_square_8b193c71a9240be2e9ed041fff72f104.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/96356/320x320_square_96356864.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/139650/150x150_square_139650918.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/139650/150x150_square_139650928.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/139650/150x150_square_139650912.jpg']"
389,ロイヤルエイト, 東梅田駅 185m / カフェ・喫茶(喫茶店)、洋食、定食・食堂            ,3.27,大阪府大阪市北区梅田1-1-3 大阪駅前第3ビル  B2F,"['https://tblg.k-img.com/restaurant/images/Rvw/175408/320x320_square_3c982e4ba678f812508a642a7189f313.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/175408/320x320_square_509c98876a7797e3e538f5f32f4c55d6.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165497/320x320_square_0afdede9c36326dfecf26a8efed583d8.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/63139/150x150_square_63139645.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/63139/150x150_square_63139648.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/63139/150x150_square_63139628.jpg']"
390,カルムカフェカバリエ 上本町店, 大阪上本町駅 127m / カフェ・喫茶(カフェ)、カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市天王寺区上本町6-1-55 近鉄百貨店上本町店  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/106472/320x320_square_106472605.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/106472/320x320_square_106472589.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/106472/320x320_square_106472578.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/107351/150x150_square_107351379.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/107351/150x150_square_107351406.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/107351/150x150_square_107351421.jpg']"
391,心斎橋ミツヤ 京阪モール店, 京橋駅 23m / カフェ・喫茶(喫茶店)、洋食            ,3.27,大阪府大阪市天王寺区上本町6-1-55 近鉄百貨店上本町店  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/177626/320x320_square_bf39a2dd0ddf76b0c5c69905f2938078.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/177626/320x320_square_7c0aaaadc3c36dd597897902780d56bf.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/163778/320x320_square_ba645eb37996026ee790ee79c86f9deb.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/120407/150x150_square_120407881.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/120407/150x150_square_120407883.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/120407/150x150_square_120407884.jpg']"
392,パボ, 梅田駅 122m / カフェ・喫茶(カフェ)、カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市北区角田町8-47 ,"['https://tblg.k-img.com/restaurant/images/Rvw/165746/320x320_square_ce2cf7f812a7df64456b5370edb9362f.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/165746/320x320_square_e86cc4e65228d6e1cfc76809b6eb3c80.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/144157/320x320_square_144157861.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/38090/150x150_square_38090848.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/38090/150x150_square_38090852.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/38090/150x150_square_38090857.jpg']"
393,家カフェ おたま なんばパークス店, 難波（南海）駅 267m / カフェ・喫茶(カフェ)、定食・食堂            ,3.27,大阪府大阪市浪速区難波中2-10-70 なんばパークス 6F,"['https://tblg.k-img.com/restaurant/images/Rvw/132256/320x320_square_132256336.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/122289/320x320_square_122289955.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/66890/320x320_square_66890591.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/81216/150x150_square_81216095.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/81216/150x150_square_81216098.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/78954/150x150_square_78954420.jpg']"
394,ビクター, 大阪梅田（阪急）駅 36m / カフェ・喫茶(カフェ)、ケーキ、サンドイッチ            ,3.27,大阪府大阪市北区芝田1-1-3 阪急三番街  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/173921/320x320_square_f6d9c71cbd9d6db93aac585e3f13a1be.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/164302/320x320_square_192fe1ff0da67fab0f4fc036e588f559.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/159077/320x320_square_159077689.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/40757/150x150_square_40757253.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40757/150x150_square_40757273.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/40757/150x150_square_40757277.jpg']"
395,FORMA 近鉄上本町店, 大阪上本町駅 45m / カフェ・喫茶(カフェ)、ケーキ            ,3.27,大阪府大阪市天王寺区上本町6-1-55 近鉄百貨店上本町店  2F,"['https://tblg.k-img.com/restaurant/images/Rvw/166112/320x320_square_0346e6dfdb88dae967599cbcb0387d3a.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/153733/320x320_square_153733407.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/88013/320x320_square_88013744.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/55856/150x150_square_55856984.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/55856/150x150_square_55856985.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/55856/150x150_square_55856989.jpg']"
396,LE GARAGE 梅田 蔦屋書店, 大阪駅 125m / カフェ・喫茶(カフェ)、バー、パスタ            ,3.27,大阪府大阪市北区梅田3-1-3 LUCUA1100 9F,"['https://tblg.k-img.com/restaurant/images/Rvw/91539/320x320_square_91539870.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/91539/320x320_square_91539872.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/39728/320x320_square_39728004.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/41116/150x150_square_41116872.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41116/150x150_square_41116912.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41116/150x150_square_41116922.jpg']"
397,エリーゼ, 新大阪駅 39m / カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市淀川区西中島5-16-1 ,"['https://tblg.k-img.com/restaurant/images/Rvw/177862/320x320_square_0037ad3b3d8bdd31e934a6b6bf28e38a.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/177862/320x320_square_fffd6c87f9dc39a18085c70a2c166982.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/177862/320x320_square_fa53b80df7d616c113ebeede5282bc25.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/100284/150x150_square_100284685.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/100284/150x150_square_100284687.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/100284/150x150_square_100284690.jpg']"
398,カフェデューク 大阪阪急梅田店, 梅田駅 126m / カフェ・喫茶(カフェ)、カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市北区角田町8-7 阪急うめだ本店  6F,"['https://tblg.k-img.com/restaurant/images/Rvw/138065/320x320_square_138065044.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/133439/320x320_square_133439292.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/128809/320x320_square_128809468.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/31733/150x150_square_31733746.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/31733/150x150_square_31733748.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/31733/150x150_square_31733749.jpg']"
399,蜜香屋 バタータス, 大阪梅田（阪急）駅 267m / カフェ・喫茶(カフェ)、スイーツ（その他）            ,3.27,大阪府大阪市北区角田町3-25 梅田エスト,"['https://tblg.k-img.com/restaurant/images/Rvw/164532/320x320_square_94ed5ffcad155947ac08b997c12b8990.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/155475/320x320_square_155475988.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/143673/320x320_square_143673447.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/136046/150x150_square_136046426.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/136046/150x150_square_136046432.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/136046/150x150_square_136046439.jpg']"
400,畑の食堂 ナチュラ, 谷町六丁目駅 238m / カフェ・喫茶(カフェ)、自然食、ケーキ            ,3.27,大阪府大阪市中央区谷町7-2-32 ,"['https://tblg.k-img.com/restaurant/images/Rvw/87350/320x320_square_87350295.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41574/320x320_square_41574948.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41574/320x320_square_41574956.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/88115/150x150_square_88115252.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41277/150x150_square_41277758.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/41277/150x150_square_41277780.jpg']"
401,ロイヤル, 新大阪駅 38m / カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市淀川区西中島5-16-1 JR東海新大阪駅  1F,"['https://tblg.k-img.com/restaurant/images/Rvw/176600/320x320_square_8d64bd98f8555a85c5125c9b5cbd7e68.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/176600/320x320_square_93a70ed6023fb0189f68d36a7d9419ba.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/149134/320x320_square_149134312.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/111033/150x150_square_111033431.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/98028/150x150_square_98028325.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/98028/150x150_square_98028328.jpg']"
402,Kiefer cafe dining, 難波（南海）駅 182m / カフェ・喫茶(カフェ)、洋食            ,3.27,大阪府大阪市中央区難波5 ＮＡＭＢＡなんなん,"['https://tblg.k-img.com/restaurant/images/Rvw/174824/320x320_square_00fd146d6fe852ead90b98235d276e06.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/174824/320x320_square_36d871d0cf6951a586e722160c71c562.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/91603/320x320_square_91603885.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/56601/150x150_square_56601870.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/56601/150x150_square_56601867.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/56601/150x150_square_56601866.jpg']"
403,green, 東梅田駅 51m / カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市北区曽根崎2 ホワイティうめだ　サウスモール,"['https://tblg.k-img.com/restaurant/images/Rvw/169430/320x320_square_4789803ab5a60d2cef91792c82f358f9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169430/320x320_square_c27efe37de8b196e61413fc9fddc2613.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/20859/320x320_square_20859206.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/127837/150x150_square_127837123.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/129702/150x150_square_129702776.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/127837/150x150_square_127837132.jpg']"
404,コーヒースタンド エリカ, 大阪難波駅 77m / カフェ・喫茶(喫茶店)            ,3.27,大阪府大阪市中央区難波2-1-14 なんばウォーク内,"['https://tblg.k-img.com/restaurant/images/Rvw/169768/320x320_square_21fea703f76d853edc3aa3c1bbcaf0db.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169768/320x320_square_ea97a36e6099a70ae4694477c6ce946a.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/169768/320x320_square_c885c3fbd8dc91f15f627260c3efd1f1.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/70181/150x150_square_70181644.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/70181/150x150_square_70181645.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/124519/150x150_square_124519106.jpg']"
405,キーフェルコーヒー1963 なんばWALK店, 大阪難波駅 52m / カフェ・喫茶(喫茶店)、カフェ・喫茶(コーヒー専門店)            ,3.27,大阪府大阪市中央区難波2-12 ,"['https://tblg.k-img.com/restaurant/images/Rvw/167618/320x320_square_d5e0493b2ddcadf9a06835492d007b8c.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167618/320x320_square_d95e1731c75b87622d86e10497ef7ea9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/118401/320x320_square_118401150.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/105052/150x150_square_105052609.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/105052/150x150_square_105052637.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/105052/150x150_square_105052589.jpg']"
406,ハナコーヒー, 南森町駅 127m / カフェ・喫茶(喫茶店)、カフェ・喫茶(カフェ)            ,3.27,大阪府大阪市北区天神橋3-2-37 ,"['https://tblg.k-img.com/restaurant/images/Rvw/175423/320x320_square_bdacf0f268b2b0e86086bec9e1747848.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167178/320x320_square_a0437960d07575f826cbd4535a6f6a50.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/149467/320x320_square_149467020.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/72994/150x150_square_72994786.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/72994/150x150_square_72994788.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/72994/150x150_square_72994792.jpg']"
407,サン ルヴァン, 難波（南海）駅 77m / カフェ・喫茶(カフェ)、パン            ,3.27,大阪府大阪市中央区難波5-1-60 なんばスカイオ 2F,"['https://tblg.k-img.com/restaurant/images/Rvw/168562/320x320_square_f09e8acacca90643c2d3116ccf600a4b.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/167238/320x320_square_ef74f46a9dde0b6ef41b520fe95181e0.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/159400/320x320_square_159400786.jpg']","['https://tblg.k-img.com/restaurant/images/Rvw/166863/150x150_square_b0554040de1d27f373be36d4e96f81e9.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/166863/150x150_square_023072e72e8c4218a8fb7fbe7beb124e.jpg', 'https://tblg.k-img.com/restaurant/images/Rvw/166863/150x150_square_9f375968a6803bc63b988f0048b79e9e.jpg']"
